,A,B,C,D,E,F,G,H
11.0,7130816,7513440,7277346,11515924,11884965,7451985,7700931,7203900
22.0,7530880,7940160,7897852,12128892,12661362,7982120,8206924,7086684
32.0,7813568,8300640,8279099,12657712,12882639,8368262,8539545,7734924
