,1,2,3,4,5,6,7,8
6.0,5922398,6210100,5572796,5607266,6124104,5700156,6320175,5835162
16.0,6287554,6547125,5814780,5884158,6395600,5470112,6607475,6093396
27.0,6562386,6839525,6090992,6026400,6763554,5958925,6539936,6368614
