,1,11,12,13,14,2,3
6.0,2604315,3143240,3033051,3064480,2604315,3081600,3149386
12.0,2671788,3224455,3020320,3143660,2068458,3160352,3231479
20.0,2759967,3331132,3120412,3246808,2759967,3264356,3338595
