,A,B,C,D,E,F,G,H,J,K,L,M
10.0,12748,12955,12653,13095,12968,11110,12252,11748,12513,13280,12642,13388
27.0,12189,13023,13302,13788,13737,11666,11429,11926,12884,13723,13006,12990
42.0,12192,14162,13737,14182,14085,12793,12029,12760,13600,13731,13436,14127
